Код зоны;Зона;ИД ячейки;Ячейка;Директория;ШК
Main;Основной склад;13325;Л-С22-8;Л-С22-8->Л-С22->Л->ОСНОВНОЙ СКЛАД;STL000133250001
Main;Основной склад;13326;Л-С22-9;Л-С22-9->Л-С22->Л->ОСНОВНОЙ СКЛАД;STL000133260001
Main;Основной склад;13327;Л-С23;Л-С23->Л->ОСНОВНОЙ СКЛАД->;STL000133270001
Main;Основной склад;13328;Л-С23-1;Л-С23-1->Л-С23->Л->ОСНОВНОЙ СКЛАД;STL000133280001
Main;Основной склад;13329;Л-С23-2;Л-С23-2->Л-С23->Л->ОСНОВНОЙ СКЛАД;STL000133290001
Main;Основной склад;13330;Л-С23-3;Л-С23-3->Л-С23->Л->ОСНОВНОЙ СКЛАД;STL000133300001
Main;Основной склад;13331;Л-С23-4;Л-С23-4->Л-С23->Л->ОСНОВНОЙ СКЛАД;STL000133310001
Main;Основной склад;13332;Л-С23-5;Л-С23-5->Л-С23->Л->ОСНОВНОЙ СКЛАД;STL000133320001
Main;Основной склад;13333;Л-С23-6;Л-С23-6->Л-С23->Л->ОСНОВНОЙ СКЛАД;STL000133330001
Main;Основной склад;13334;Л-С23-7;Л-С23-7->Л-С23->Л->ОСНОВНОЙ СКЛАД;STL000133340001
Main;Основной склад;13335;Л-С23-8;Л-С23-8->Л-С23->Л->ОСНОВНОЙ СКЛАД;STL000133350001
Main;Основной склад;13336;Л-С23-9;Л-С23-9->Л-С23->Л->ОСНОВНОЙ СКЛАД;STL000133360001
Main;Основной склад;13337;Л-С24;Л-С24->Л->ОСНОВНОЙ СКЛАД->;STL000133370001
Main;Основной склад;13338;Л-С24-1;Л-С24-1->Л-С24->Л->ОСНОВНОЙ СКЛАД;STL000133380001
Main;Основной склад;13339;Л-С24-2;Л-С24-2->Л-С24->Л->ОСНОВНОЙ СКЛАД;STL000133390001
Main;Основной склад;13340;Л-С24-3;Л-С24-3->Л-С24->Л->ОСНОВНОЙ СКЛАД;STL000133400001
Main;Основной склад;13341;Л-С24-4;Л-С24-4->Л-С24->Л->ОСНОВНОЙ СКЛАД;STL000133410001
Main;Основной склад;13342;Л-С24-5;Л-С24-5->Л-С24->Л->ОСНОВНОЙ СКЛАД;STL000133420001
Main;Основной склад;13343;Л-С24-6;Л-С24-6->Л-С24->Л->ОСНОВНОЙ СКЛАД;STL000133430001
Main;Основной склад;13344;Л-С24-7;Л-С24-7->Л-С24->Л->ОСНОВНОЙ СКЛАД;STL000133440001
Main;Основной склад;13345;Л-С24-8;Л-С24-8->Л-С24->Л->ОСНОВНОЙ СКЛАД;STL000133450001
Main;Основной склад;13346;Л-С24-9;Л-С24-9->Л-С24->Л->ОСНОВНОЙ СКЛАД;STL000133460001
Main;Основной склад;13347;Л-С25;Л-С25->Л->ОСНОВНОЙ СКЛАД->;STL000133470001
Main;Основной склад;13348;Л-С25-1;Л-С25-1->Л-С25->Л->ОСНОВНОЙ СКЛАД;STL000133480001
Main;Основной склад;13349;Л-С25-2;Л-С25-2->Л-С25->Л->ОСНОВНОЙ СКЛАД;STL000133490001
Main;Основной склад;13350;Л-С25-3;Л-С25-3->Л-С25->Л->ОСНОВНОЙ СКЛАД;STL000133500001
Main;Основной склад;13351;Л-С25-4;Л-С25-4->Л-С25->Л->ОСНОВНОЙ СКЛАД;STL000133510001
Main;Основной склад;13352;Л-С25-5;Л-С25-5->Л-С25->Л->ОСНОВНОЙ СКЛАД;STL000133520001
Main;Основной склад;13353;Л-С25-6;Л-С25-6->Л-С25->Л->ОСНОВНОЙ СКЛАД;STL000133530001
Main;Основной склад;13354;Л-С25-7;Л-С25-7->Л-С25->Л->ОСНОВНОЙ СКЛАД;STL000133540001
Main;Основной склад;13355;Л-С25-8;Л-С25-8->Л-С25->Л->ОСНОВНОЙ СКЛАД;STL000133550001
Main;Основной склад;13356;Л-С25-9;Л-С25-9->Л-С25->Л->ОСНОВНОЙ СКЛАД;STL000133560001
Main;Основной склад;13357;Л-С26;Л-С26->Л->ОСНОВНОЙ СКЛАД->;STL000133570001
Main;Основной склад;13358;Л-С26-1;Л-С26-1->Л-С26->Л->ОСНОВНОЙ СКЛАД;STL000133580001
Main;Основной склад;13359;Л-С26-2;Л-С26-2->Л-С26->Л->ОСНОВНОЙ СКЛАД;STL000133590001
Main;Основной склад;13360;Л-С26-3;Л-С26-3->Л-С26->Л->ОСНОВНОЙ СКЛАД;STL000133600001
Main;Основной склад;13361;Л-С26-4;Л-С26-4->Л-С26->Л->ОСНОВНОЙ СКЛАД;STL000133610001
Main;Основной склад;13362;Л-С26-5;Л-С26-5->Л-С26->Л->ОСНОВНОЙ СКЛАД;STL000133620001
Main;Основной склад;13363;Л-С26-6;Л-С26-6->Л-С26->Л->ОСНОВНОЙ СКЛАД;STL000133630001
Main;Основной склад;13364;Л-С26-7;Л-С26-7->Л-С26->Л->ОСНОВНОЙ СКЛАД;STL000133640001
Main;Основной склад;13365;Л-С26-8;Л-С26-8->Л-С26->Л->ОСНОВНОЙ СКЛАД;STL000133650001
Main;Основной склад;13366;Л-С26-9;Л-С26-9->Л-С26->Л->ОСНОВНОЙ СКЛАД;STL000133660001
Main;Основной склад;13367;Л-С27;Л-С27->Л->ОСНОВНОЙ СКЛАД->;STL000133670001
Main;Основной склад;13368;Л-С27-1;Л-С27-1->Л-С27->Л->ОСНОВНОЙ СКЛАД;STL000133680001
Main;Основной склад;13369;Л-С27-2;Л-С27-2->Л-С27->Л->ОСНОВНОЙ СКЛАД;STL000133690001
Main;Основной склад;13370;Л-С27-3;Л-С27-3->Л-С27->Л->ОСНОВНОЙ СКЛАД;STL000133700001
Main;Основной склад;13371;Л-С27-4;Л-С27-4->Л-С27->Л->ОСНОВНОЙ СКЛАД;STL000133710001
Main;Основной склад;13372;Л-С27-5;Л-С27-5->Л-С27->Л->ОСНОВНОЙ СКЛАД;STL000133720001
Main;Основной склад;13373;Л-С27-6;Л-С27-6->Л-С27->Л->ОСНОВНОЙ СКЛАД;STL000133730001
Main;Основной склад;13374;Л-С27-7;Л-С27-7->Л-С27->Л->ОСНОВНОЙ СКЛАД;STL000133740001
Main;Основной склад;13375;Л-С27-8;Л-С27-8->Л-С27->Л->ОСНОВНОЙ СКЛАД;STL000133750001
Main;Основной склад;13376;Л-С27-9;Л-С27-9->Л-С27->Л->ОСНОВНОЙ СКЛАД;STL000133760001
Main;Основной склад;13377;Л-С28;Л-С28->Л->ОСНОВНОЙ СКЛАД->;STL000133770001
Main;Основной склад;13378;Л-С28-1;Л-С28-1->Л-С28->Л->ОСНОВНОЙ СКЛАД;STL000133780001
Main;Основной склад;13379;Л-С28-2;Л-С28-2->Л-С28->Л->ОСНОВНОЙ СКЛАД;STL000133790001
Main;Основной склад;13380;Л-С28-3;Л-С28-3->Л-С28->Л->ОСНОВНОЙ СКЛАД;STL000133800001
Main;Основной склад;13381;Л-С28-4;Л-С28-4->Л-С28->Л->ОСНОВНОЙ СКЛАД;STL000133810001
Main;Основной склад;13382;Л-С28-5;Л-С28-5->Л-С28->Л->ОСНОВНОЙ СКЛАД;STL000133820001
Main;Основной склад;13383;Л-С28-6;Л-С28-6->Л-С28->Л->ОСНОВНОЙ СКЛАД;STL000133830001
Main;Основной склад;13384;Л-С28-7;Л-С28-7->Л-С28->Л->ОСНОВНОЙ СКЛАД;STL000133840001
Main;Основной склад;13385;Л-С28-8;Л-С28-8->Л-С28->Л->ОСНОВНОЙ СКЛАД;STL000133850001
Main;Основной склад;13386;Л-С28-9;Л-С28-9->Л-С28->Л->ОСНОВНОЙ СКЛАД;STL000133860001
Main;Основной склад;13387;Л-С29;Л-С29->Л->ОСНОВНОЙ СКЛАД->;STL000133870001
Main;Основной склад;13388;Л-С29-1;Л-С29-1->Л-С29->Л->ОСНОВНОЙ СКЛАД;STL000133880001
Main;Основной склад;13389;Л-С29-2;Л-С29-2->Л-С29->Л->ОСНОВНОЙ СКЛАД;STL000133890001
Main;Основной склад;13390;Л-С29-3;Л-С29-3->Л-С29->Л->ОСНОВНОЙ СКЛАД;STL000133900001
Main;Основной склад;13391;Л-С29-4;Л-С29-4->Л-С29->Л->ОСНОВНОЙ СКЛАД;STL000133910001
Main;Основной склад;13392;Л-С29-5;Л-С29-5->Л-С29->Л->ОСНОВНОЙ СКЛАД;STL000133920001
Main;Основной склад;13393;Л-С29-6;Л-С29-6->Л-С29->Л->ОСНОВНОЙ СКЛАД;STL000133930001
Main;Основной склад;13394;Л-С29-7;Л-С29-7->Л-С29->Л->ОСНОВНОЙ СКЛАД;STL000133940001
Main;Основной склад;13395;Л-С29-8;Л-С29-8->Л-С29->Л->ОСНОВНОЙ СКЛАД;STL000133950001
Main;Основной склад;13396;Л-С29-9;Л-С29-9->Л-С29->Л->ОСНОВНОЙ СКЛАД;STL000133960001
Main;Основной склад;13397;Л-С30;Л-С30->Л->ОСНОВНОЙ СКЛАД->;STL000133970001
Main;Основной склад;13398;Л-С30-1;Л-С30-1->Л-С30->Л->ОСНОВНОЙ СКЛАД;STL000133980001
Main;Основной склад;13399;Л-С30-2;Л-С30-2->Л-С30->Л->ОСНОВНОЙ СКЛАД;STL000133990001
Main;Основной склад;13400;Л-С30-3;Л-С30-3->Л-С30->Л->ОСНОВНОЙ СКЛАД;STL000134000001
Main;Основной склад;13401;Л-С30-4;Л-С30-4->Л-С30->Л->ОСНОВНОЙ СКЛАД;STL000134010001
Main;Основной склад;13402;Л-С30-5;Л-С30-5->Л-С30->Л->ОСНОВНОЙ СКЛАД;STL000134020001
Main;Основной склад;13403;Л-С30-6;Л-С30-6->Л-С30->Л->ОСНОВНОЙ СКЛАД;STL000134030001
Main;Основной склад;13404;Л-С30-7;Л-С30-7->Л-С30->Л->ОСНОВНОЙ СКЛАД;STL000134040001
Main;Основной склад;13405;Л-С30-8;Л-С30-8->Л-С30->Л->ОСНОВНОЙ СКЛАД;STL000134050001
Main;Основной склад;13406;Л-С30-9;Л-С30-9->Л-С30->Л->ОСНОВНОЙ СКЛАД;STL000134060001
Main;Основной склад;13407;Л-П01;Л-П01->Л->ОСНОВНОЙ СКЛАД->;STL000134070001
Main;Основной склад;13408;Л-П02;Л-П02->Л->ОСНОВНОЙ СКЛАД->;STL000134080001
Main;Основной склад;13409;Л-П03;Л-П03->Л->ОСНОВНОЙ СКЛАД->;STL000134090001
Main;Основной склад;13410;Л-П04;Л-П04->Л->ОСНОВНОЙ СКЛАД->;STL000134100001
Main;Основной склад;13411;Л-П05;Л-П05->Л->ОСНОВНОЙ СКЛАД->;STL000134110001
Main;Основной склад;13412;Л-П06;Л-П06->Л->ОСНОВНОЙ СКЛАД->;STL000134120001
Main;Основной склад;13413;Л-П07;Л-П07->Л->ОСНОВНОЙ СКЛАД->;STL000134130001
Main;Основной склад;13414;Л-П08;Л-П08->Л->ОСНОВНОЙ СКЛАД->;STL000134140001
Main;Основной склад;13415;Л-П09;Л-П09->Л->ОСНОВНОЙ СКЛАД->;STL000134150001
Main;Основной склад;13416;Л-П10;Л-П10->Л->ОСНОВНОЙ СКЛАД->;STL000134160001
Main;Основной склад;13417;Л-П11;Л-П11->Л->ОСНОВНОЙ СКЛАД->;STL000134170001
Main;Основной склад;13418;Л-П12;Л-П12->Л->ОСНОВНОЙ СКЛАД->;STL000134180001
Main;Основной склад;13419;Л-П13;Л-П13->Л->ОСНОВНОЙ СКЛАД->;STL000134190001
Main;Основной склад;13420;Л-П14;Л-П14->Л->ОСНОВНОЙ СКЛАД->;STL000134200001
Main;Основной склад;13421;Л-П15;Л-П15->Л->ОСНОВНОЙ СКЛАД->;STL000134210001
Main;Основной склад;13422;Л-П16;Л-П16->Л->ОСНОВНОЙ СКЛАД->;STL000134220001
Main;Основной склад;13423;Л-П17;Л-П17->Л->ОСНОВНОЙ СКЛАД->;STL000134230001
Main;Основной склад;13424;Л-П18;Л-П18->Л->ОСНОВНОЙ СКЛАД->;STL000134240001
Main;Основной склад;13425;Л-П19;Л-П19->Л->ОСНОВНОЙ СКЛАД->;STL000134250001
Main;Основной склад;13426;Л-П20;Л-П20->Л->ОСНОВНОЙ СКЛАД->;STL000134260001
Main;Основной склад;13427;Л-П21;Л-П21->Л->ОСНОВНОЙ СКЛАД->;STL000134270001
Main;Основной склад;13428;Л-П22;Л-П22->Л->ОСНОВНОЙ СКЛАД->;STL000134280001
Main;Основной склад;13429;Л-П23;Л-П23->Л->ОСНОВНОЙ СКЛАД->;STL000134290001
Main;Основной склад;13430;Л-П24;Л-П24->Л->ОСНОВНОЙ СКЛАД->;STL000134300001
Main;Основной склад;13431;Л-П25;Л-П25->Л->ОСНОВНОЙ СКЛАД->;STL000134310001
Main;Основной склад;13432;Л-П26;Л-П26->Л->ОСНОВНОЙ СКЛАД->;STL000134320001
Main;Основной склад;13433;Л-П27;Л-П27->Л->ОСНОВНОЙ СКЛАД->;STL000134330001
Main;Основной склад;13434;Л-П28;Л-П28->Л->ОСНОВНОЙ СКЛАД->;STL000134340001
Main;Основной склад;13435;Л-П29;Л-П29->Л->ОСНОВНОЙ СКЛАД->;STL000134350001
Main;Основной склад;13436;Л-П30;Л-П30->Л->ОСНОВНОЙ СКЛАД->;STL000134360001
Main;Основной склад;174076;Л-С41;Л-С41->Л->ОСНОВНОЙ СКЛАД->;STL001740760001
Main;Основной склад;174077;Л-С41-1;Л-С41-1->Л-С41->Л->ОСНОВНОЙ СКЛАД;STL001740770001
Main;Основной склад;174078;Л-С41-2;Л-С41-2->Л-С41->Л->ОСНОВНОЙ СКЛАД;STL001740780001
Main;Основной склад;174079;Л-С41-3;Л-С41-3->Л-С41->Л->ОСНОВНОЙ СКЛАД;STL001740790001
Main;Основной склад;174080;Л-С41-4;Л-С41-4->Л-С41->Л->ОСНОВНОЙ СКЛАД;STL001740800001
Main;Основной склад;174081;Л-С41-5;Л-С41-5->Л-С41->Л->ОСНОВНОЙ СКЛАД;STL001740810001
Main;Основной склад;174082;Л-С41-6;Л-С41-6->Л-С41->Л->ОСНОВНОЙ СКЛАД;STL001740820001
Main;Основной склад;174083;Л-С41-7;Л-С41-7->Л-С41->Л->ОСНОВНОЙ СКЛАД;STL001740830001
Main;Основной склад;174084;Л-С41-8;Л-С41-8->Л-С41->Л->ОСНОВНОЙ СКЛАД;STL001740840001
Main;Основной склад;174085;Л-С41-9;Л-С41-9->Л-С41->Л->ОСНОВНОЙ СКЛАД;STL001740850001
Main;Основной склад;174086;Л-С42;Л-С42->Л->ОСНОВНОЙ СКЛАД->;STL001740860001
Main;Основной склад;174087;Л-С42-1;Л-С42-1->Л-С42->Л->ОСНОВНОЙ СКЛАД;STL001740870001
Main;Основной склад;174088;Л-С42-2;Л-С42-2->Л-С42->Л->ОСНОВНОЙ СКЛАД;STL001740880001
Main;Основной склад;174089;Л-С42-3;Л-С42-3->Л-С42->Л->ОСНОВНОЙ СКЛАД;STL001740890001
Main;Основной склад;174090;Л-С42-4;Л-С42-4->Л-С42->Л->ОСНОВНОЙ СКЛАД;STL001740900001
Main;Основной склад;174091;Л-С42-5;Л-С42-5->Л-С42->Л->ОСНОВНОЙ СКЛАД;STL001740910001
Main;Основной склад;174092;Л-С42-6;Л-С42-6->Л-С42->Л->ОСНОВНОЙ СКЛАД;STL001740920001
Main;Основной склад;174093;Л-С42-7;Л-С42-7->Л-С42->Л->ОСНОВНОЙ СКЛАД;STL001740930001
Main;Основной склад;174094;Л-С42-8;Л-С42-8->Л-С42->Л->ОСНОВНОЙ СКЛАД;STL001740940001
Main;Основной склад;174095;Л-С42-9;Л-С42-9->Л-С42->Л->ОСНОВНОЙ СКЛАД;STL001740950001
Main;Основной склад;174096;Л-С43;Л-С43->Л->ОСНОВНОЙ СКЛАД->;STL001740960001
Main;Основной склад;174097;Л-С43-1;Л-С43-1->Л-С43->Л->ОСНОВНОЙ СКЛАД;STL001740970001
Main;Основной склад;174098;Л-С43-2;Л-С43-2->Л-С43->Л->ОСНОВНОЙ СКЛАД;STL001740980001
Main;Основной склад;174099;Л-С43-3;Л-С43-3->Л-С43->Л->ОСНОВНОЙ СКЛАД;STL001740990001
Main;Основной склад;174100;Л-С43-4;Л-С43-4->Л-С43->Л->ОСНОВНОЙ СКЛАД;STL001741000001
Main;Основной склад;174101;Л-С43-5;Л-С43-5->Л-С43->Л->ОСНОВНОЙ СКЛАД;STL001741010001
Main;Основной склад;174102;Л-С43-6;Л-С43-6->Л-С43->Л->ОСНОВНОЙ СКЛАД;STL001741020001
Main;Основной склад;174103;Л-С43-7;Л-С43-7->Л-С43->Л->ОСНОВНОЙ СКЛАД;STL001741030001
Main;Основной склад;174104;Л-С43-8;Л-С43-8->Л-С43->Л->ОСНОВНОЙ СКЛАД;STL001741040001
Main;Основной склад;174105;Л-С43-9;Л-С43-9->Л-С43->Л->ОСНОВНОЙ СКЛАД;STL001741050001
Main;Основной склад;174106;Л-С44;Л-С44->Л->ОСНОВНОЙ СКЛАД->;STL001741060001
Main;Основной склад;174107;Л-С44-1;Л-С44-1->Л-С44->Л->ОСНОВНОЙ СКЛАД;STL001741070001
Main;Основной склад;174108;Л-С44-2;Л-С44-2->Л-С44->Л->ОСНОВНОЙ СКЛАД;STL001741080001
Main;Основной склад;174109;Л-С44-3;Л-С44-3->Л-С44->Л->ОСНОВНОЙ СКЛАД;STL001741090001
Main;Основной склад;174110;Л-С44-4;Л-С44-4->Л-С44->Л->ОСНОВНОЙ СКЛАД;STL001741100001
Main;Основной склад;174111;Л-С44-5;Л-С44-5->Л-С44->Л->ОСНОВНОЙ СКЛАД;STL001741110001
Main;Основной склад;174112;Л-С44-6;Л-С44-6->Л-С44->Л->ОСНОВНОЙ СКЛАД;STL001741120001
Main;Основной склад;174113;Л-С44-7;Л-С44-7->Л-С44->Л->ОСНОВНОЙ СКЛАД;STL001741130001
Main;Основной склад;174114;Л-С44-8;Л-С44-8->Л-С44->Л->ОСНОВНОЙ СКЛАД;STL001741140001
Main;Основной склад;174115;Л-С44-9;Л-С44-9->Л-С44->Л->ОСНОВНОЙ СКЛАД;STL001741150001
Main;Основной склад;174116;Л-С45;Л-С45->Л->ОСНОВНОЙ СКЛАД->;STL001741160001
Main;Основной склад;174117;Л-С45-1;Л-С45-1->Л-С45->Л->ОСНОВНОЙ СКЛАД;STL001741170001
Main;Основной склад;174118;Л-С45-2;Л-С45-2->Л-С45->Л->ОСНОВНОЙ СКЛАД;STL001741180001
Main;Основной склад;174119;Л-С45-3;Л-С45-3->Л-С45->Л->ОСНОВНОЙ СКЛАД;STL001741190001
Main;Основной склад;174120;Л-С45-4;Л-С45-4->Л-С45->Л->ОСНОВНОЙ СКЛАД;STL001741200001
Main;Основной склад;174121;Л-С45-5;Л-С45-5->Л-С45->Л->ОСНОВНОЙ СКЛАД;STL001741210001
Main;Основной склад;174122;Л-С45-6;Л-С45-6->Л-С45->Л->ОСНОВНОЙ СКЛАД;STL001741220001
Main;Основной склад;174123;Л-С45-7;Л-С45-7->Л-С45->Л->ОСНОВНОЙ СКЛАД;STL001741230001
Main;Основной склад;174124;Л-С45-8;Л-С45-8->Л-С45->Л->ОСНОВНОЙ СКЛАД;STL001741240001
Main;Основной склад;174125;Л-С45-9;Л-С45-9->Л-С45->Л->ОСНОВНОЙ СКЛАД;STL001741250001
Main;Основной склад;174126;Л-С46;Л-С46->Л->ОСНОВНОЙ СКЛАД->;STL001741260001
Main;Основной склад;174127;Л-С46-1;Л-С46-1->Л-С46->Л->ОСНОВНОЙ СКЛАД;STL001741270001
Main;Основной склад;174128;Л-С46-2;Л-С46-2->Л-С46->Л->ОСНОВНОЙ СКЛАД;STL001741280001
Main;Основной склад;174129;Л-С46-3;Л-С46-3->Л-С46->Л->ОСНОВНОЙ СКЛАД;STL001741290001
